Mod:Item:MetaData, Localized Name
adchimneys:cokebrick:0, Coke Brick Chimney
adchimneys:cokebrick:1, Coke Brick Vent
adchimneys:cokebrick:2, Coke Brick Pump
adchimneys:blastbrick:0, Blast Brick Chimney
adchimneys:blastbrick:1, Blast Brick Vent
adchimneys:blastbrick:2, Blast Brick Pump
adchimneys:charred_nether_brick:0, Charred Nether Brick Chimney
adchimneys:charred_nether_brick:1, Charred Nether Brick Vent
adchimneys:charred_nether_brick:2, Charred Nether Brick Pump
adchimneys:elder_prismarine_brick:0, Elder Prismarine Brick Chimney
adchimneys:elder_prismarine_brick:1, Elder Prismarine Brick Vent
adchimneys:elder_prismarine_brick:2, Elder Prismarine Brick Pump
adchimneys:magma_brick:0, Magma Bricks Chimney
adchimneys:magma_brick:1, Magma Bricks Vent
adchimneys:magma_brick:2, Magma Bricks Pump
adchimneys:polished_netherrack_brick:0, Netherwrought Brick Chimney
adchimneys:polished_netherrack_brick:1, Netherwrought Brick Vent
adchimneys:polished_netherrack_brick:2, Netherwrought Brick Pump
adchimneys:red_sandstone_brick:0, Red Sandstone Brick Chimney
adchimneys:red_sandstone_brick:1, Red Sandstone Brick Vent
adchimneys:red_sandstone_brick:2, Red Sandstone Brick Pump
adchimneys:sandstone_brick:0, Sandstone Brick Chimney
adchimneys:sandstone_brick:1, Sandstone Brick Vent
adchimneys:sandstone_brick:2, Sandstone Brick Pump
adchimneys:sandy_brick:0, Sandy Brick Chimney
adchimneys:sandy_brick:1, Sandy Brick Vent
adchimneys:sandy_brick:2, Sandy Brick Pump
adchimneys:snow_brick:0, Snow Brick Chimney
adchimneys:snow_brick:1, Snow Brick Vent
adchimneys:snow_brick:2, Snow Brick Pump
adchimneys:soul_sandstone_brick:0, Soul Sandstone Brick Chimney
adchimneys:soul_sandstone_brick:1, Soul Sandstone Brick Vent
adchimneys:soul_sandstone_brick:2, Soul Sandstone Brick Pump
adchimneys:stone_andesite_brick:0, Andesite Brick Chimney
adchimneys:stone_andesite_brick:1, Andesite Brick Vent
adchimneys:stone_andesite_brick:2, Andesite Brick Pump
adchimneys:stone_basalt_brick:0, Basalt Brick Chimney
adchimneys:stone_basalt_brick:1, Basalt Brick Vent
adchimneys:stone_basalt_brick:2, Basalt Brick Pump
adchimneys:stone_diorite_brick:0, Diorite Brick Chimney
adchimneys:stone_diorite_brick:1, Diorite Brick Vent
adchimneys:stone_diorite_brick:2, Diorite Brick Pump
adchimneys:stone_granite_brick:0, Granite Brick Chimney
adchimneys:stone_granite_brick:1, Granite Brick Vent
adchimneys:stone_granite_brick:2, Granite Brick Pump
adchimneys:stone_limestone_brick:0, Limestone Brick Chimney
adchimneys:stone_limestone_brick:1, Limestone Brick Vent
adchimneys:stone_limestone_brick:2, Limestone Brick Pump
adchimneys:stone_marble_brick:0, Marble Brick Chimney
adchimneys:stone_marble_brick:1, Marble Brick Vent
adchimneys:stone_marble_brick:2, Marble Brick Pump
adchimneys:cobblestone_fire:0, Brimstone Chimney
adchimneys:cobblestone_fire:1, Brimstone Vent
adchimneys:cobblestone_fire:2, Brimstone Pump
adchimneys:cobblestone_icy:0, Permafrost Chimney
adchimneys:cobblestone_icy:1, Permafrost Vent
adchimneys:cobblestone_icy:2, Permafrost Pump
adchimneys:iron_plate:0, Iron Plate Chimney
adchimneys:iron_plate:1, Iron Plate Vent
adchimneys:iron_plate:2, Iron Plate Pump
adchimneys:iron_plate_rusted:0, Rusty Iron Plate Chimney
adchimneys:iron_plate_rusted:1, Rusty Iron Plate Vent
adchimneys:iron_plate_rusted:2, Rusty Iron Plate Pump
adchimneys:stone_marble:0, Marble Chimney
adchimneys:stone_marble:1, Marble Vent
adchimneys:stone_marble:2, Marble Pump
adchimneys:stone_marble_smooth:0, Polished Marble Chimney
adchimneys:stone_marble_smooth:1, Polished Marble Vent
adchimneys:stone_marble_smooth:2, Polished Marble Pump
adchimneys:brownstone_brick:0, Brownstone Brick Chimney
adchimneys:brownstone_brick:1, Brownstone Brick Vent
adchimneys:brownstone_brick:2, Brownstone Brick Pump
adchimneys:brownstone_brick_small:0, Small Brownstone Brick Chimney
adchimneys:brownstone_brick_small:1, Small Brownstone Brick Vent
adchimneys:brownstone_brick_small:2, Small Brownstone Brick Pump
adchimneys:dried_clay_brick:0, Dried Brick Chimney
adchimneys:dried_clay_brick:1, Dried Brick Vent
adchimneys:dried_clay_brick:2, Dried Brick Pump
adchimneys:mud_brick:0, Mud Brick Chimney
adchimneys:mud_brick:1, Mud Brick Vent
adchimneys:mud_brick:2, Mud Brick Pump
adchimneys:seared_brick:0, Seared Brick Chimney
adchimneys:seared_brick:1, Seared Brick Vent
adchimneys:seared_brick:2, Seared Brick Pump
adchimneys:seared_brick_fancy:0, Fancy Seared Brick Chimney
adchimneys:seared_brick_fancy:1, Fancy Seared Brick Vent
adchimneys:seared_brick_fancy:2, Fancy Seared Brick Pump
adchimneys:seared_brick_small:0, Small Seared Brick Chimney
adchimneys:seared_brick_small:1, Small Seared Brick Vent
adchimneys:seared_brick_small:2, Small Seared Brick Pump
adchimneys:seared_brick_triangle:0, Triangle Seared Brick Chimney
adchimneys:seared_brick_triangle:1, Triangle Seared Brick Vent
adchimneys:seared_brick_triangle:2, Triangle Seared Brick Pump
adchimneys:smoker, Smoker
libvulpes:blockphantom, tile.blockPhantom.name
libvulpes:hatch:0, Input Hatch
libvulpes:hatch:1, Output Hatch
libvulpes:hatch:2, Fluid Input Hatch
libvulpes:hatch:3, Fluid Output Hatch
libvulpes:placeholder, Machine
libvulpes:structuremachine, Machine Structure
libvulpes:advstructuremachine, Advanced Machine Structure
libvulpes:creativepowerbattery, Creative Power Input Plug
libvulpes:forgepowerinput, Power Input Plug
libvulpes:forgepoweroutput, Power Output Plug
libvulpes:coalgenerator, Coal Generator
libvulpes:motor, Motor
libvulpes:advancedmotor, Advanced Motor
libvulpes:enhancedmotor, Enhanced Motor
libvulpes:elitemotor, Elite Motor
libvulpes:productdust:0, Dilithium Dust
libvulpes:productdust:1, Iron Dust
libvulpes:productdust:2, Gold Dust
libvulpes:productdust:3, Silicon Dust
libvulpes:productdust:4, Copper Dust
libvulpes:productdust:5, Tin Dust
libvulpes:productdust:6, Steel Dust
libvulpes:productdust:7, Titanium Dust
libvulpes:productdust:9, Aluminum Dust
libvulpes:productdust:10, Iridium Dust
libvulpes:productingot:3, Silicon Ingot
libvulpes:productingot:4, Copper Ingot
libvulpes:productingot:5, Tin Ingot
libvulpes:productingot:6, Steel Ingot
libvulpes:productingot:7, Titanium Ingot
libvulpes:productingot:9, Aluminum Ingot
libvulpes:productingot:10, Iridium Ingot
libvulpes:productgem:0, Dilithium Crystal
libvulpes:productboule:3, Silicon Boule
libvulpes:productnugget:3, Silicon Nugget
libvulpes:productnugget:4, Copper Nugget
libvulpes:productnugget:5, Tin Nugget
libvulpes:productnugget:6, Steel Nugget
libvulpes:productnugget:7, Titanium Nugget
libvulpes:productnugget:9, Aluminum Nugget
libvulpes:productnugget:10, Iridium Nugget
libvulpes:productplate:1, Iron Plate
libvulpes:productplate:2, Gold Plate
libvulpes:productplate:3, Silicon Plate
libvulpes:productplate:4, Copper Plate
libvulpes:productplate:5, Tin Plate
libvulpes:productplate:6, Steel Plate
libvulpes:productplate:7, Titanium Plate
libvulpes:productplate:9, Aluminum Plate
libvulpes:productplate:10, Iridium Plate
libvulpes:productrod:1, Iron Rod
libvulpes:productrod:4, Copper Rod
libvulpes:productrod:6, Steel Rod
libvulpes:productrod:7, Titanium Rod
libvulpes:productrod:10, Iridium Rod
libvulpes:productfan:6, Steel Fan
libvulpes:productsheet:1, Iron Sheet
libvulpes:productsheet:4, Copper Sheet
libvulpes:productsheet:6, Steel Sheet
libvulpes:productsheet:7, Titanium Sheet
libvulpes:productsheet:9, Aluminum Sheet
libvulpes:productgear:6, Steel Gear
libvulpes:productgear:7, Titanium Gear
libvulpes:ore0:0, Dilithium Ore
libvulpes:ore0:4, Copper Ore
libvulpes:ore0:5, Tin Ore
libvulpes:ore0:8, Rutile Ore
libvulpes:ore0:9, Aluminum Ore
libvulpes:ore0:10, Iridium Ore
libvulpes:metal0:4, Copper Block
libvulpes:metal0:5, Tin Block
libvulpes:metal0:6, Steel Block
libvulpes:metal0:7, Titanium Block
libvulpes:metal0:9, Aluminum Block
libvulpes:metal0:10, Iridium Block
libvulpes:coil0:2, Gold Coil
libvulpes:coil0:4, Copper Coil
libvulpes:coil0:7, Titanium Coil
libvulpes:coil0:9, Aluminum Coil
libvulpes:coil0:10, Iridium Coil
advancedrocketry:concrete, Concrete
advancedrocketry:blastbrick, HeatProof Brick
advancedrocketry:structuretower, Structure Tower
advancedrocketry:blocklens, Lens
advancedrocketry:solarpanel, Solar Panel
advancedrocketry:solararraypanel, Solar Array Panel
advancedrocketry:sawblade, Saw Blade Assembly
advancedrocketry:platepress, Small Plate Presser
advancedrocketry:forcefieldprojector, Force Field Projector
advancedrocketry:forcefield, Force Field
advancedrocketry:vacuumlaser, Vacuum-Chamber High Power Laser Emitter
advancedrocketry:blockpump, Fluid Pump
advancedrocketry:suitworkstation, Suit Workstation
advancedrocketry:liquidtank, Pressurized Tank
advancedrocketry:solargenerator, Solar Generator
advancedrocketry:wirelesstransciever, Wireless Transceiver
advancedrocketry:arcfurnace, Electric Arc Furnace
advancedrocketry:rollingmachine, Rolling Machine
advancedrocketry:lathe, Lathe
advancedrocketry:crystallizer, Crystallizer
advancedrocketry:cuttingmachine, Cutting Machine
advancedrocketry:precisionassemblingmachine, Precision Assembler
advancedrocketry:electrolyser, Electrolyser
advancedrocketry:chemicalreactor, Chemical Reactor
advancedrocketry:precisionlaseretcher, Precision Laser Etcher
advancedrocketry:observatory, Observatory
advancedrocketry:planetanalyser, Astrobody Data Processor
advancedrocketry:centrifuge, Centrifuge
advancedrocketry:satellitebuilder, Satellite Builder
advancedrocketry:blackholegenerator, Black Hole Generator
advancedrocketry:microwavereciever, Microwave Receiver
advancedrocketry:solararray, Solar Array
advancedrocketry:warpcore, Warp Core
advancedrocketry:beacon, Beacon
advancedrocketry:biomescanner, Biome Scanner
advancedrocketry:railgun, Railgun
advancedrocketry:spaceelevatorcontroller, Space Elevator
advancedrocketry:terraformer, Atmosphere Terraformer
advancedrocketry:gravitymachine, Area Gravity Controller
advancedrocketry:spacelaser, Orbital Laser Drill
advancedrocketry:launchpad, Launch Pad
advancedrocketry:landingpad, Docking Pad
advancedrocketry:stationmarker, Station Docking Port
advancedrocketry:seat, Seat
advancedrocketry:rocketmotor, Monopropellant Rocket Engine
advancedrocketry:bipropellantrocketmotor, Bipropellant Rocket Engine
advancedrocketry:advrocketmotor, Advanced Monopropellant Rocket Engine
advancedrocketry:advbipropellantrocketmotor, Advanced Bipropellant Rocket Engine
advancedrocketry:nuclearrocketmotor, Nuclear Thermal Rocket Engine
advancedrocketry:fueltank, Monopropellant Fuel Tank
advancedrocketry:bipropellantfueltank, Bipropellant Fuel Tank
advancedrocketry:oxidizerfueltank, Oxidizer Fuel Tank
advancedrocketry:nuclearfueltank, Nuclear Thermal Working Fluid Tank
advancedrocketry:nuclearcore, Nuclear Thermal Fission Core
advancedrocketry:guidancecomputer, Guidance Computer
advancedrocketry:intake, Gas Intake
advancedrocketry:drill, Drill
advancedrocketry:landingfloat, Landing Float
advancedrocketry:rocketbuilder, Rocket Assembling Machine
advancedrocketry:stationbuilder, Space Station Assembler
advancedrocketry:deployablerocketbuilder, Unmanned Vehicle Assembler
advancedrocketry:loader:0, Data Bus
advancedrocketry:loader:1, Satellite Bay
advancedrocketry:loader:2, Rocket Unloader
advancedrocketry:loader:3, Rocket Loader
advancedrocketry:loader:4, Rocket Fluid Unloader
advancedrocketry:loader:5, Rocket Fluid Loader
advancedrocketry:loader:6, Guidance Computer Access Hatch
advancedrocketry:fuelingstation, Fueling station
advancedrocketry:monitoringstation, Rocket Monitoring Station
advancedrocketry:satellitecontrolcenter, Satellite Terminal
advancedrocketry:warpmonitor, Warp Controller
advancedrocketry:orientationcontroller, Orientation Controller
advancedrocketry:gravitycontroller, Station Gravity Controller
advancedrocketry:altitudecontroller, Altitude Controller
advancedrocketry:planetselector, Planet Selector
advancedrocketry:planetholoselector, Holographic Planet Selector
advancedrocketry:oxygenscrubber, CO2 Scrubber
advancedrocketry:oxygenvent, Oxygen Vent
advancedrocketry:oxygencharger, Gas Charge Pad
advancedrocketry:oxygendetection, Atmosphere Detector
advancedrocketry:pipesealer, Pipe Seal
advancedrocketry:airlock_door, tile.smallAirlockDoor.name
advancedrocketry:unlittorch, Extinguished Torch
advancedrocketry:thermitetorch, Thermite Torch
advancedrocketry:circlelight, Station Light
advancedrocketry:lightsource, tile.lightSource.name
advancedrocketry:moonturf, Moon Turf
advancedrocketry:moonturf_dark, Dark Moon Turf
advancedrocketry:hotturf, Oxidized Ferric Sand
advancedrocketry:basalt, Basalt
advancedrocketry:geode, Geode Block
advancedrocketry:crystal:0, Violet Crystal Block
advancedrocketry:crystal:1, Blue Crystal Block
advancedrocketry:crystal:2, Green Crystal Block
advancedrocketry:crystal:3, Red Crystal Block
advancedrocketry:crystal:4, Yellow Crystal Block
advancedrocketry:crystal:5, Orange Crystal Block
advancedrocketry:vitrifiedsand, Vitrified Sand
advancedrocketry:charcoallog, Charcoal Log
advancedrocketry:electricmushroom, Electric Mushroom
advancedrocketry:alienwood, Lightwood Wood
advancedrocketry:alienleaves, Lightwood Leaves
advancedrocketry:aliensapling, Lightwood Sapling
advancedrocketry:planks, Lightwood planks
advancedrocketry:productdust:0, Titanium Aluminide Dust
advancedrocketry:productdust:1, Titanium Iridium Alloy Dust
advancedrocketry:productingot:0, Titanium Aluminide Ingot
advancedrocketry:productingot:1, Titanium Iridium Alloy Ingot
advancedrocketry:productnugget:0, Titanium Aluminide Nugget
advancedrocketry:productnugget:1, Titanium Iridium Alloy Nugget
advancedrocketry:productplate:0, Titanium Aluminide Plate
advancedrocketry:productplate:1, Titanium Iridium Alloy Plate
advancedrocketry:productrod:0, Titanium Aluminide Rod
advancedrocketry:productrod:1, Titanium Iridium Alloy Rod
advancedrocketry:productsheet:0, Titanium Aluminide Sheet
advancedrocketry:productsheet:1, Titanium Iridium Alloy Sheet
advancedrocketry:productgear:0, Titanium Aluminide Gear
advancedrocketry:productgear:1, Titanium Iridium Alloy Gear
advancedrocketry:metal0:0, Titanium Aluminide Block
advancedrocketry:metal0:1, Titanium Iridium Alloy Block
chisel:blockaluminum:0, Block of Aluminum
chisel:blockaluminum:1, Block of Aluminum
chisel:blockaluminum:2, Block of Aluminum
chisel:blockaluminum:3, Block of Aluminum
chisel:blockaluminum:4, Block of Aluminum
chisel:blockaluminum:5, Block of Aluminum
chisel:blockaluminum:6, Block of Aluminum
chisel:andesite:0, Andesite
chisel:andesite:1, Andesite
chisel:andesite:2, Andesite
chisel:andesite:3, Andesite
chisel:andesite:4, Andesite
chisel:andesite:5, Andesite
chisel:andesite:6, Andesite
chisel:andesite:7, Andesite
chisel:andesite:8, Andesite
chisel:andesite:9, Andesite
chisel:andesite:10, Andesite
chisel:andesite:11, Andesite
chisel:andesite:12, Andesite
chisel:andesite:13, Andesite
chisel:andesite:14, Andesite
chisel:andesite:15, Andesite
chisel:andesite1:0, Andesite
chisel:andesite1:1, Andesite
chisel:andesite1:2, Andesite
chisel:andesite1:3, Andesite
chisel:andesite1:4, Andesite
chisel:andesite1:5, Andesite
chisel:andesite1:6, Andesite
chisel:andesite1:7, Andesite
chisel:andesite1:8, Andesite
chisel:andesite1:9, Andesite
chisel:andesite1:10, Andesite
chisel:andesite1:11, Andesite
chisel:andesite1:12, Andesite
chisel:andesite1:13, Andesite
chisel:andesite1:14, Andesite
chisel:andesite1:15, Andesite
chisel:andesite2:0, Andesite
chisel:antiblock:0, Antiblock
chisel:antiblock:1, Antiblock
chisel:antiblock:2, Antiblock
chisel:antiblock:3, Antiblock
chisel:antiblock:4, Antiblock
chisel:antiblock:5, Antiblock
chisel:antiblock:6, Antiblock
chisel:antiblock:7, Antiblock
chisel:antiblock:8, Antiblock
chisel:antiblock:9, Antiblock
chisel:antiblock:10, Antiblock
chisel:antiblock:11, Antiblock
chisel:antiblock:12, Antiblock
chisel:antiblock:13, Antiblock
chisel:antiblock:14, Antiblock
chisel:antiblock:15, Antiblock
chisel:basalt:0, Basalt
chisel:basalt:1, Basalt
chisel:basalt:2, Basalt
chisel:basalt:3, Basalt
chisel:basalt:4, Basalt
chisel:basalt:5, Basalt
chisel:basalt:6, Basalt
chisel:basalt:7, Basalt
chisel:basalt:8, Basalt
chisel:basalt:9, Basalt
chisel:basalt:10, Basalt
chisel:basalt:11, Basalt
chisel:basalt:12, Basalt
chisel:basalt:13, Basalt
chisel:basalt:14, Basalt
chisel:basalt:15, Basalt
chisel:basalt1:0, Basalt
chisel:basalt1:1, Basalt
chisel:basalt1:2, Basalt
chisel:basalt1:3, Basalt
chisel:basalt1:4, Basalt
chisel:basalt1:5, Basalt
chisel:basalt1:6, Basalt
chisel:basalt1:7, Basalt
chisel:basalt1:8, Basalt
chisel:basalt1:9, Basalt
chisel:basalt2:0, Basalt
chisel:basalt2:1, Basalt
chisel:basalt2:2, Basalt
chisel:basalt2:3, Basalt
chisel:basalt2:4, Basalt
chisel:basalt2:5, Basalt
chisel:basalt2:6, Basalt
chisel:basalt2:7, Basalt
chisel:bookshelf_oak:0, Oak Bookshelf
chisel:bookshelf_oak:1, Oak Bookshelf
chisel:bookshelf_oak:2, Oak Bookshelf
chisel:bookshelf_oak:3, Oak Bookshelf
chisel:bookshelf_oak:4, Oak Bookshelf
chisel:bookshelf_oak:5, Oak Bookshelf
chisel:bookshelf_oak:6, Oak Bookshelf
chisel:bookshelf_oak:7, Oak Bookshelf
chisel:bookshelf_oak:8, Oak Bookshelf
chisel:bookshelf_oak:9, Oak Bookshelf
chisel:bookshelf_spruce:0, Spruce Bookshelf
chisel:bookshelf_spruce:1, Spruce Bookshelf
chisel:bookshelf_spruce:2, Spruce Bookshelf
chisel:bookshelf_spruce:3, Spruce Bookshelf
chisel:bookshelf_spruce:4, Spruce Bookshelf
chisel:bookshelf_spruce:5, Spruce Bookshelf
chisel:bookshelf_spruce:6, Spruce Bookshelf
chisel:bookshelf_spruce:7, Spruce Bookshelf
chisel:bookshelf_spruce:8, Spruce Bookshelf
chisel:bookshelf_spruce:9, Spruce Bookshelf
chisel:bookshelf_birch:0, Birch Bookshelf
chisel:bookshelf_birch:1, Birch Bookshelf
chisel:bookshelf_birch:2, Birch Bookshelf
chisel:bookshelf_birch:3, Birch Bookshelf
chisel:bookshelf_birch:4, Birch Bookshelf
chisel:bookshelf_birch:5, Birch Bookshelf
chisel:bookshelf_birch:6, Birch Bookshelf
chisel:bookshelf_birch:7, Birch Bookshelf
chisel:bookshelf_birch:8, Birch Bookshelf
chisel:bookshelf_birch:9, Birch Bookshelf
chisel:bookshelf_jungle:0, Jungle Bookshelf
chisel:bookshelf_jungle:1, Jungle Bookshelf
chisel:bookshelf_jungle:2, Jungle Bookshelf
chisel:bookshelf_jungle:3, Jungle Bookshelf
chisel:bookshelf_jungle:4, Jungle Bookshelf
chisel:bookshelf_jungle:5, Jungle Bookshelf
chisel:bookshelf_jungle:6, Jungle Bookshelf
chisel:bookshelf_jungle:7, Jungle Bookshelf
chisel:bookshelf_jungle:8, Jungle Bookshelf
chisel:bookshelf_jungle:9, Jungle Bookshelf
chisel:bookshelf_acacia:0, Acacia Bookshelf
chisel:bookshelf_acacia:1, Acacia Bookshelf
chisel:bookshelf_acacia:2, Acacia Bookshelf
chisel:bookshelf_acacia:3, Acacia Bookshelf
chisel:bookshelf_acacia:4, Acacia Bookshelf
chisel:bookshelf_acacia:5, Acacia Bookshelf
chisel:bookshelf_acacia:6, Acacia Bookshelf
chisel:bookshelf_acacia:7, Acacia Bookshelf
chisel:bookshelf_acacia:8, Acacia Bookshelf
chisel:bookshelf_acacia:9, Acacia Bookshelf
chisel:bookshelf_darkoak:0, Dark Oak Bookshelf
chisel:bookshelf_darkoak:1, Dark Oak Bookshelf
chisel:bookshelf_darkoak:2, Dark Oak Bookshelf
chisel:bookshelf_darkoak:3, Dark Oak Bookshelf
chisel:bookshelf_darkoak:4, Dark Oak Bookshelf
